Concatenation,Estimated resolicitation Date,ContractNumber,NDCWithDashes,Drug,Generic,TradeName,PackageDescription,Non-TAA,VendorName,5 Year option end, Price ,Offers,Estimated Annual Quantities,Estimated Annual Spend,ContractStartDate,ContractStopDate,5 Year option end,Contract Start Year,SubItemIdentifier,VAClass,Covered,PrimeVendor,PriceStartDate,PriceStopDate,PriceType
"36E79723D0022INFLIXIMAB-ABDA 100MG/VIL INJ,LYPHL1",5-Mar-28,36E79723D0022,78206-0162-01,INFLIXIMAB-ABDA,"INFLIXIMAB-ABDA 100MG/VIL INJ,LYPHL","RENFLEXIS 100MG/VIL INJ,LYPHL",1,Compliant,Organon LLC,1-Sep-28, $132.56 , 5.00 ," 169,857.00 "," $22,516,243.92 ",09/01/2023,08/31/2025,2028,2023,,IM600,T,T,09/01/2023,08/31/2024,NC
"36E79723D0023GLATIRAMER ACETATE 20MG/ML INJ,SYR,1ML,3030X1ML",7-Feb-28,36E79723D0023,68546-0317-30,GLATIRAMER ACETATE,"GLATIRAMER ACETATE 20MG/ML INJ,SYR,1ML,30","COPAXONE 20MG/ML INJ,SYR",30X1ML,Compliant,"Teva Pharmaceuticals USA, Inc.",5-Aug-28, $925.20 , 3.00 ," 75,311.00 "," $69,677,737.20 ",08/05/2023,08/04/2025,2028,2023,,MS900,T,T,08/05/2023,08/04/2025,NC
"36E79723D0023GLATIRAMER ACETATE 40MG/ML INJ,SYR,1ML,1212X1ML",7-Feb-28,36E79723D0023,68546-0325-12,GLATIRAMER ACETATE,"GLATIRAMER ACETATE 40MG/ML INJ,SYR,1ML,12","COPAXONE 40MG/ML INJ,SYR",12X1ML,Compliant,"Teva Pharmaceuticals USA, Inc.",5-Aug-28, $600.00 , 3.00 ," 133,346.00 "," $80,007,600.00 ",08/05/2023,08/04/2025,2028,2023,,MS900,T,T,08/05/2023,08/04/2025,NC
36E79723D0024AMITRIPTYLINE HCL 100MG TAB100,4-May-28,36E79723D0024,51407-0797-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 100MG TAB,AMITRIPTYLINE HCL 100MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $14.00 , 1.00 ," 18,412.00 "," $257,768.00 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 10MG TAB100,4-May-28,36E79723D0024,51407-0793-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 10MG TAB,AMITRIPTYLINE HCL 10MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $7.10 , 1.00 ," 10,411.00 "," $73,918.10 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 10MG TAB1000,4-May-28,36E79723D0024,51407-0793-10,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 10MG TAB,AMITRIPTYLINE HCL 10MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $66.00 , 1.00 ," 11,062.00 "," $730,092.00 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 150MG TAB100,4-May-28,36E79723D0024,51407-0798-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 150MG TAB,AMITRIPTYLINE HCL 150MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $34.00 , 1.00 ," 3,390.00 "," $115,260.00 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 25MG TAB100,4-May-28,36E79723D0024,51407-0794-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 25MG TAB,AMITRIPTYLINE HCL 25MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $7.90 , 1.00 ," 34,726.00 "," $274,335.40 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 25MG TAB1000,4-May-28,36E79723D0024,51407-0794-10,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 25MG TAB,AMITRIPTYLINE HCL 25MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $74.00 , 1.00 ," 11,945.00 "," $883,930.00 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 50MG TAB100,4-May-28,36E79723D0024,51407-0795-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 50MG TAB,AMITRIPTYLINE HCL 50MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $9.30 , 1.00 ," 7,383.00 "," $68,661.90 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 50MG TAB1000,4-May-28,36E79723D0024,51407-0795-10,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 50MG TAB,AMITRIPTYLINE HCL 50MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $88.00 , 1.00 ," 9,296.00 "," $818,048.00 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0024AMITRIPTYLINE HCL 75MG TAB100,4-May-28,36E79723D0024,51407-0796-01,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL 75MG TAB,AMITRIPTYLINE HCL 75MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",31-Oct-28, $12.90 , 1.00 ," 17,618.00 "," $227,272.20 ",10/31/2023,10/30/2024,2028,2023,,CN601,F,T,10/31/2023,10/30/2024,NC
36E79723D0025ATORVASTATIN CA 10MG TAB90,4-Apr-28,36E79723D0025,77771-0451-90,ATORVASTATIN CA,ATORVASTATIN CA 10MG TAB,ATORVASTATIN CA 10MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $1.53 , 9.00 ," 229,724.00 "," $351,477.72 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 10MG TAB1000,4-Apr-28,36E79723D0025,77771-0451-10,ATORVASTATIN CA,ATORVASTATIN CA 10MG TAB,ATORVASTATIN CA 10MG TAB,1000,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $10.52 , 9.00 ," 49,936.00 "," $525,326.72 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 20MG TAB90,4-Apr-28,36E79723D0025,77771-0452-90,ATORVASTATIN CA,ATORVASTATIN CA 20MG TAB,ATORVASTATIN CA 20MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $1.89 , 9.00 ," 448,352.00 "," $847,385.28 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 20MG TAB500,4-Apr-28,36E79723D0025,77771-0452-05,ATORVASTATIN CA,ATORVASTATIN CA 20MG TAB,ATORVASTATIN CA 20MG TAB,500,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $7.90 , 9.00 ," 177,834.00 "," $1,404,888.60 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 40MG TAB90,4-Apr-28,36E79723D0025,77771-0453-90,ATORVASTATIN CA,ATORVASTATIN CA 40MG TAB,ATORVASTATIN CA 40MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $2.61 , 9.00 ," 568,269.00 "," $1,483,182.09 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 40MG TAB1000,4-Apr-28,36E79723D0025,77771-0453-10,ATORVASTATIN CA,ATORVASTATIN CA 40MG TAB,ATORVASTATIN CA 40MG TAB,1000,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $22.56 , 9.00 ," 132,411.00 "," $2,987,192.16 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 80MG TAB90,4-Apr-28,36E79723D0025,77771-0454-90,ATORVASTATIN CA,ATORVASTATIN CA 80MG TAB,ATORVASTATIN CA 80MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $4.18 , 9.00 ," 522,721.00 "," $2,184,973.78 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0025ATORVASTATIN CA 80MG TAB500,4-Apr-28,36E79723D0025,77771-0454-05,ATORVASTATIN CA,ATORVASTATIN CA 80MG TAB,ATORVASTATIN CA 80MG TAB,500,Compliant,Radha Pharmaceuticals Inc.,1-Oct-28, $19.93 , 9.00 ," 234,652.00 "," $4,676,614.36 ",10/01/2023,09/30/2024,2028,2023,,CV350,F,T,10/01/2023,09/30/2024,NC
36E79723D0027GABAPENTIN 100MG CAP90,15-May-28,36E79723D0027,72865-0252-90,GABAPENTIN,GABAPENTIN 100MG CAP,GABAPENTIN 100MG CAP,90,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $1.32 , 7.00 ," 128,475.00 "," $169,587.00 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 100MG CAP180,15-May-28,36E79723D0027,72865-0252-18,GABAPENTIN,GABAPENTIN 100MG CAP,GABAPENTIN 100MG CAP,180,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $2.31 , 7.00 ," 49,407.00 "," $114,130.17 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 100MG CAP270,15-May-28,36E79723D0027,72865-0252-27,GABAPENTIN,GABAPENTIN 100MG CAP,GABAPENTIN 100MG CAP,270,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $3.32 , 7.00 ," 43,610.00 "," $144,785.20 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 100MG CAP500,15-May-28,36E79723D0027,72865-0252-05,GABAPENTIN,GABAPENTIN 100MG CAP,GABAPENTIN 100MG CAP,500,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $6.19 , 7.00 ," 161,900.00 "," $1,002,161.00 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP30,15-May-28,36E79723D0027,72865-0253-30,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,30,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $0.76 , 7.00 ," 110,496.00 "," $83,976.96 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP60,15-May-28,36E79723D0027,72865-0253-60,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,60,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $1.35 , 7.00 ," 128,968.00 "," $174,106.80 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP90,15-May-28,36E79723D0027,72865-0253-90,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,90,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $1.93 , 7.00 ," 602,807.00 "," $1,163,417.51 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP180,15-May-28,36E79723D0027,72865-0253-18,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,180,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $3.56 , 7.00 ," 311,675.00 "," $1,109,563.00 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP270,15-May-28,36E79723D0027,72865-0253-27,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,270,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $5.18 , 7.00 ," 293,385.00 "," $1,519,734.30 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 300MG CAP500,15-May-28,36E79723D0027,72865-0253-05,GABAPENTIN,GABAPENTIN 300MG CAP,GABAPENTIN 300MG CAP,500,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $9.67 , 7.00 ," 366,949.00 "," $3,548,396.83 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 400MG CAP90,15-May-28,36E79723D0027,72865-0254-90,GABAPENTIN,GABAPENTIN 400MG CAP,GABAPENTIN 400MG CAP,90,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $2.26 , 7.00 ," 195,872.00 "," $442,670.72 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 400MG CAP270,15-May-28,36E79723D0027,72865-0254-27,GABAPENTIN,GABAPENTIN 400MG CAP,GABAPENTIN 400MG CAP,270,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $6.15 , 7.00 ," 78,536.00 "," $482,996.40 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0027GABAPENTIN 400MG CAP500,15-May-28,36E79723D0027,72865-0254-05,GABAPENTIN,GABAPENTIN 400MG CAP,GABAPENTIN 400MG CAP,500,Compliant,"XLCare Pharmaceuticals, Inc.",11-Nov-28, $11.42 , 7.00 ," 75,689.00 "," $864,368.38 ",11/11/2023,11/10/2024,2028,2023,,CN400,F,T,11/11/2023,11/10/2024,NC
36E79723D0028DONEPEZIL HCL 10MG TAB30,9-May-28,36E79723D0028,60429-0322-30,DONEPEZIL HCL,DONEPEZIL HCL 10MG TAB,DONEPEZIL HCL 10MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $1.48 , 2.00 ," 21,749.00 "," $32,188.52 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
36E79723D0028DONEPEZIL HCL 10MG TAB90,9-May-28,36E79723D0028,60429-0322-90,DONEPEZIL HCL,DONEPEZIL HCL 10MG TAB,DONEPEZIL HCL 10MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $3.41 , 2.00 ," 86,432.00 "," $294,733.12 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
36E79723D0028DONEPEZIL HCL 10MG TAB1000,9-May-28,36E79723D0028,60429-0322-10,DONEPEZIL HCL,DONEPEZIL HCL 10MG TAB,DONEPEZIL HCL 10MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $32.49 , 2.00 ," 11,518.00 "," $374,219.82 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
36E79723D0028DONEPEZIL HCL 5MG TAB30,9-May-28,36E79723D0028,60429-0321-30,DONEPEZIL HCL,DONEPEZIL HCL 5MG TAB,DONEPEZIL HCL 5MG TAB,30,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $1.37 , 2.00 ," 36,472.00 "," $49,966.64 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
36E79723D0028DONEPEZIL HCL 5MG TAB90,9-May-28,36E79723D0028,60429-0321-90,DONEPEZIL HCL,DONEPEZIL HCL 5MG TAB,DONEPEZIL HCL 5MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $3.08 , 2.00 ," 19,604.00 "," $60,380.32 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
36E79723D0028DONEPEZIL HCL 5MG TAB1000,9-May-28,36E79723D0028,60429-0321-10,DONEPEZIL HCL,DONEPEZIL HCL 5MG TAB,DONEPEZIL HCL 5MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",5-Nov-28, $28.81 , 2.00 ," 3,580.00 "," $103,139.80 ",11/05/2023,11/04/2024,2028,2023,,CN900,F,T,11/05/2023,11/04/2024,NC
"36E79724D0001RANIBIZUMAB 0.3MG/0.05ML INJ,OPH,SYRINGE0.5ML",26-Jun-28,36E79724D0001,50242-0082-03,RANIBIZUMAB,"RANIBIZUMAB 0.3MG/0.05ML INJ,OPH,SYRINGE","LUCENTIS 0.3MG/0.05ML INJ,OPH,SYRINGE",0.5ML,Compliant,"Genentech USA, Inc.",23-Dec-28, $468.00 , 3.00 ," 5,732.00 "," $2,682,576.00 ",12/23/2023,12/22/2024,2028,2023,,OP900,T,T,12/23/2023,12/22/2024,NC
"36E79724D0002RANIBIZUMAB-NUNA 0.5MG/0.05ML INJ,OPH1",26-Jun-28,36E79724D0002,64406-0019-01,RANIBIZUMAB,"RANIBIZUMAB-NUNA 0.5MG/0.05ML INJ,OPH","RANIBIZUMAB-NUNA 0.5MG/0.05ML INJ,OPH",1,Compliant,Biogen U.S. Corporation,23-Dec-28, $397.49 , 3.00 ," 1,287.00 "," $511,569.63 ",12/23/2023,12/22/2024,2028,2023,,OP900,T,T,12/23/2023,12/22/2024,NC
"36E79724D0004TERIFLUNOMIDE 14MG TAB,ORAL30",26-Jun-28,36E79724D0004,42291-0831-30,TERIFLUNOMIDE,"TERIFLUNOMIDE 14MG TAB,ORAL","TERIFLUNOMIDE 14MG TAB,ORAL",30,Compliant,"AvKARE, LLC",23-Dec-28, $14.10 , 3.00 ," 11,883.00 "," $167,550.30 ",12/23/2023,12/22/2024,2028,2023,,MS900,F,T,12/23/2023,12/22/2024,NC
"36E79724D0004TERIFLUNOMIDE 7MG TAB,ORAL30",26-Jun-28,36E79724D0004,42291-0830-30,TERIFLUNOMIDE,"TERIFLUNOMIDE 7MG TAB,ORAL","TERIFLUNOMIDE 7MG TAB,ORAL",30,Compliant,"AvKARE, LLC",23-Dec-28, $20.95 , 3.00 ," 1,508.00 "," $31,592.60 ",12/23/2023,12/22/2024,2028,2023,,MS900,F,T,12/23/2023,12/22/2024,NC
36E79723D0029GABAPENTIN 600MG TAB90,5-Jul-28,36E79723D0029,77771-0177-90,GABAPENTIN,GABAPENTIN 600MG TAB,GABAPENTIN 600MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Jan-29, $3.90 , 5.00 ," 273,678.00 "," $1,067,344.20 ",01/01/2024,12/31/2024,2029,2024,,CN400,F,T,01/01/2024,12/31/2024,NC
36E79723D0029GABAPENTIN 600MG TAB500,5-Jul-28,36E79723D0029,77771-0177-05,GABAPENTIN,GABAPENTIN 600MG TAB,GABAPENTIN 600MG TAB,500,Compliant,Radha Pharmaceuticals Inc.,1-Jan-29, $17.75 , 5.00 ," 132,695.00 "," $2,355,336.25 ",01/01/2024,12/31/2024,2029,2024,,CN400,F,T,01/01/2024,12/31/2024,NC
36E79723D0029GABAPENTIN 800MG TAB90,5-Jul-28,36E79723D0029,77771-0178-90,GABAPENTIN,GABAPENTIN 800MG TAB,GABAPENTIN 800MG TAB,90,Compliant,Radha Pharmaceuticals Inc.,1-Jan-29, $4.72 , 5.00 ," 83,247.00 "," $392,925.84 ",01/01/2024,12/31/2024,2029,2024,,CN400,F,T,01/01/2024,12/31/2024,NC
36E79723D0029GABAPENTIN 800MG TAB500,5-Jul-28,36E79723D0029,77771-0178-05,GABAPENTIN,GABAPENTIN 800MG TAB,GABAPENTIN 800MG TAB,500,Compliant,Radha Pharmaceuticals Inc.,1-Jan-29, $22.24 , 5.00 ," 39,761.00 "," $884,284.64 ",01/01/2024,12/31/2024,2029,2024,,CN400,F,T,01/01/2024,12/31/2024,NC
36E79724D0003VALGANCICLOVIR HCL 450MG TAB60,3-Aug-28,36E79724D0003,42291-0973-60,VALGANCICLOVIR HCL,VALGANCICLOVIR HCL 450MG TAB,VALGANCICLOVIR HCL 450MG TAB,60,Compliant,"AvKARE, LLC",30-Jan-29, $198.15 , 3.00 ," 8,045.00 "," $1,594,116.75 ",01/30/2024,01/29/2025,2029,2024,,AM800,F,T,01/30/2024,01/29/2025,NC
36E79724D0007ACYCLOVIR 200MG CAP100,28-Aug-28,36E79724D0007,51407-0852-01,ACYCLOVIR,ACYCLOVIR 200MG CAP,ACYCLOVIR 200MG CAP,100,Compliant,"Golden State Medical Supply, Inc.",24-Feb-29, $7.25 , 3.00 ," 3,797.00 "," $27,528.25 ",02/24/2024,02/23/2025,2029,2024,,AM800,F,T,02/24/2024,02/23/2025,NC
36E79724D0007ACYCLOVIR 200MG CAP500,28-Aug-28,36E79724D0007,51407-0852-05,ACYCLOVIR,ACYCLOVIR 200MG CAP,ACYCLOVIR 200MG CAP,500,Compliant,"Golden State Medical Supply, Inc.",24-Feb-29, $34.20 , 3.00 ," 15,944.00 "," $545,284.80 ",02/24/2024,02/23/2025,2029,2024,,AM800,F,T,02/24/2024,02/23/2025,NC
36E79724D0008EMTRICITABINE 200MG/TENOFOVIR DISOPROXIL FUMARATE 300MG TAB30,8-Oct-28,36E79724D0008,51407-0112-30,EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,EMTRICITABINE 200MG/TENOFOVIR DISOPROXIL FUMARATE 300MG TAB,EMTRICITABINE 200MG/TENOFOVIR DISOPROXIL FUMA,30,Compliant,"Golden State Medical Supply, Inc.",6-Apr-29, $9.89 , 5.00 ," 72,782.00 "," $719,813.98 ",04/06/2024,04/05/2025,2029,2024,,AM800,F,T,04/06/2024,04/05/2025,NC
36E79724D0011ACYCLOVIR 400MG TAB100,12-Sep-28,36E79724D0011,51407-0145-01,ACYCLOVIR,ACYCLOVIR 400MG TAB,ACYCLOVIR 400MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",11-Mar-29, $6.40 , 5.00 ," 7,441.00 "," $47,622.40 ",03/11/2024,03/10/2025,2029,2024,,AM800,F,T,03/11/2024,03/10/2025,NC
36E79724D0011ACYCLOVIR 400MG TAB500,12-Sep-28,36E79724D0011,51407-0145-05,ACYCLOVIR,ACYCLOVIR 400MG TAB,ACYCLOVIR 400MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",11-Mar-29, $30.55 , 5.00 ," 23,212.00 "," $709,126.60 ",03/11/2024,03/10/2025,2029,2024,,AM800,F,T,03/11/2024,03/10/2025,NC
36E79724D0011ACYCLOVIR 800MG TAB100,12-Sep-28,36E79724D0011,51407-0146-01,ACYCLOVIR,ACYCLOVIR 800MG TAB,ACYCLOVIR 800MG TAB,100,Compliant,"Golden State Medical Supply, Inc.",11-Mar-29, $11.76 , 5.00 ," 4,808.00 "," $56,542.08 ",03/11/2024,03/10/2025,2029,2024,,AM800,F,T,03/11/2024,03/10/2025,NC
36E79724D0011ACYCLOVIR 800MG TAB500,12-Sep-28,36E79724D0011,51407-0146-05,ACYCLOVIR,ACYCLOVIR 800MG TAB,ACYCLOVIR 800MG TAB,500,Compliant,"Golden State Medical Supply, Inc.",11-Mar-29, $57.29 , 5.00 ," 7,128.00 "," $408,363.12 ",03/11/2024,03/10/2025,2029,2024,,AM800,F,T,03/11/2024,03/10/2025,NC
36E79724D0012OSELTAMIVIR PO4 30MG CAP10,26-Aug-28,36E79724D0012,76282-0702-45,OSELTAMIVIR PO4,OSELTAMIVIR PO4 30MG CAP,OSELTAMIVIR PO4 30MG CAP,10,Compliant,"Exelan Pharmaceuticals, Inc.",22-Feb-29, $15.54 , 5.00 ," 10,488.00 "," $162,983.52 ",02/22/2024,02/21/2025,2029,2024,,AM800,F,T,02/22/2024,02/21/2025,NC
36E79724D0012OSELTAMIVIR PO4 45MG CAP10,26-Aug-28,36E79724D0012,76282-0703-45,OSELTAMIVIR PO5,OSELTAMIVIR PO4 45MG CAP,OSELTAMIVIR PO4 45MG CAP,10,Compliant,"Exelan Pharmaceuticals, Inc.",22-Feb-29, $18.85 , 5.00 ," 2,123.00 "," $40,018.55 ",02/22/2024,02/21/2025,2029,2024,,AM800,F,T,02/22/2024,02/21/2025,NC
"36E79724D0012OSELTAMIVIR PO4 6MG/ML SUSP,ORAL60ML",26-Aug-28,36E79724D0012,76282-0739-52,OSELTAMIVIR PO6,"OSELTAMIVIR PO4 6MG/ML SUSP,ORAL","OSELTAMIVIR PO4 6MG/ML SUSP,ORAL",60ML,Compliant,"Exelan Pharmaceuticals, Inc.",22-Feb-29, $16.12 , 5.00 ," 34,341.00 "," $553,576.92 ",02/22/2024,02/21/2025,2029,2024,,AM800,F,T,02/22/2024,02/21/2025,NC
36E79724D0012OSELTAMIVIR PO4 75MG CAP10,26-Aug-28,36E79724D0012,76282-0704-45,OSELTAMIVIR PO7,OSELTAMIVIR PO4 75MG CAP,OSELTAMIVIR PO4 75MG CAP,10,Compliant,"Exelan Pharmaceuticals, Inc.",22-Feb-29, $15.61 , 5.00 ," 81,760.00 "," $1,276,273.60 ",02/22/2024,02/21/2025,2029,2024,,AM800,F,T,02/22/2024,02/21/2025,NC
36E79724D0013ROSUVASTATIN CA 10MG TAB90,15-Aug-28,36E79724D0013,51407-0849-90,ROSUVASTATIN CA,ROSUVASTATIN CA 10MG TAB,ROSUVASTATIN CA 10MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",11-Feb-29, $1.91 , 6.00 ," 380,036.00 "," $725,868.76 ",02/11/2024,02/10/2025,2029,2024,,CV350,F,T,02/11/2024,02/10/2025,NC
36E79724D0013ROSUVASTATIN CA 10MG TAB1000,15-Aug-28,36E79724D0013,51407-0849-10,ROSUVASTATIN CA,ROSUVASTATIN CA 10MG TAB,ROSUVASTATIN CA 10MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",11-Feb-29, $16.22 , 6.00 ," 14,217.00 "," $230,599.74 ",02/11/2024,02/10/2025,2029,2024,,CV350,F,T,02/11/2024,02/10/2025,NC
36E79724D0013ROSUVASTATIN CA 20MG TAB90,15-Aug-28,36E79724D0013,51407-0850-90,ROSUVASTATIN CA,ROSUVASTATIN CA 20MG TAB,ROSUVASTATIN CA 20MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",11-Feb-29, $2.64 , 6.00 ," 433,827.00 "," $1,145,303.28 ",02/11/2024,02/10/2025,2029,2024,,CV350,F,T,02/11/2024,02/10/2025,NC
36E79724D0013ROSUVASTATIN CA 20MG TAB1000,15-Aug-28,36E79724D0013,51407-0850-10,ROSUVASTATIN CA,ROSUVASTATIN CA 20MG TAB,ROSUVASTATIN CA 20MG TAB,1000,Compliant,"Golden State Medical Supply, Inc.",11-Feb-29, $24.31 , 6.00 ," 18,254.00 "," $443,754.74 ",02/11/2024,02/10/2025,2029,2024,,CV350,F,T,02/11/2024,02/10/2025,NC
36E79724D0013ROSUVASTATIN CA 40MG TAB90,15-Aug-28,36E79724D0013,51407-0851-90,ROSUVASTATIN CA,ROSUVASTATIN CA 40MG TAB,ROSUVASTATIN CA 40MG TAB,90,Compliant,"Golden State Medical Supply, Inc.",11-Feb-29, $3.53 , 6.00 ," 395,016.00 "," $1,394,406.48 ",02/11/2024,02/10/2025,2029,2024,,CV350,F,T,02/11/2024,02/10/2025,NC
